"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","POL","Poland","2016","2016",5.99,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","POL","Poland","2017","2017",6,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","POL","Poland","2018","2018",5.98,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2000","2000",5.64,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2001","2001",5.64,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2002","2002",5.86,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2003","2003",5.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2004","2004",6.09,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2005","2005",6.25,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2006","2006",6.27,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2007","2007",6.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2008","2008",6.51,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2009","2009",6.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2010","2010",7.06,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2011","2011",7.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2012","2012",7.63,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2013","2013",7.89,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2014","2014",7.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2015","2015",7.98,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2016","2016",8.15,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2017","2017",8.14,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","PRT","Portugal","2018","2018",8.13,"P","Provisional value"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2000","2000",6.86,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2001","2001",6.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2002","2002",6.89,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2003","2003",6.76,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2004","2004",6.4,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2005","2005",5.86,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2006","2006",5.71,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2007","2007",5.82,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2008","2008",5.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2009","2009",5.54,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2010","2010",5.68,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2011","2011",5.66,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2012","2012",5.64,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2013","2013",5.66,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2014","2014",5.8,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2015","2015",5.77,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2016","2016",5.8,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2017","2017",5.76,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2018","2018",5.64,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVK","Slovak Republic","2019","2019",5.73,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2000","2000",5.25,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2001","2001",5.13,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2002","2002",5.21,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2003","2003",5.43,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2004","2004",5.5,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2005","2005",5.6,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2006","2006",5.74,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2007","2007",5.76,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2008","2008",5.93,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2009","2009",6.44,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2010","2010",6.81,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2011","2011",7.12,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2012","2012",7.18,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2013","2013",7.27,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2014","2014",7.4,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2015","2015",7.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2016","2016",7.42,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2017","2017",7.44,"P","Provisional value"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ESP","Spain","2018","2018",7.37,"P","Provisional value"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2000","2000",16.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2001","2001",16.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2002","2002",16.66,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2003","2003",16.74,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2004","2004",16.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2005","2005",16.84,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2006","2006",16.51,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2007","2007",16.42,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2008","2008",16.35,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2009","2009",16.61,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2010","2010",16.44,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2011","2011",16.39,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2012","2012",16.21,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2013","2013",16.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2014","2014",16.47,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2015","2015",16.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2016","2016",17.3,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SWE","Sweden","2017","2017",16.82,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2000","2000",10.38,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2001","2001",10.35,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2002","2002",10.48,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2003","2003",10.88,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2004","2004",11.05,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2005","2005",11.28,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2006","2006",11.28,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2007","2007",11.17,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2008","2008",11.29,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2009","2009",11.58,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2010","2010",11.79,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2011","2011",12.04,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2012","2012",12.34,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2013","2013",12.56,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2014","2014",12.65,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2015","2015",13.02,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2016","2016",13.41,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2017","2017",13.62,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2018","2018",13.8,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHE","Switzerland","2019","2019",13.99,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2009","2009",2.78,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2010","2010",2.61,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2011","2011",2.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2012","2012",3.26,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2013","2013",3.36,"B","Break"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2014","2014",3.76,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2015","2015",3.97,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2016","2016",4.13,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2017","2017",4.21,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","TUR","Turkey","2018","2018",4.97,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2000","2000",10.13,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2001","2001",10.3,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2002","2002",10.51,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2003","2003",10.65,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2004","2004",10.96,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2005","2005",11.16,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2006","2006",11.34,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2007","2007",11.24,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2008","2008",11.42,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2009","2009",11.96,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2010","2010",12.46,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2011","2011",12.56,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2012","2012",12.5,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2013","2013",12.68,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2014","2014",12.48,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2015","2015",12.36,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2016","2016",12.23,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2017","2017",12.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","GBR","United Kingdom","2018","2018",12.43,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2000","2000",10.73,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2001","2001",11,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2002","2002",11.45,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2003","2003",11.73,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2004","2004",11.77,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2005","2005",11.75,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2006","2006",11.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2007","2007",12.03,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2008","2008",12.35,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2009","2009",13.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2010","2010",13.37,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2011","2011",13.3,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2012","2012",13.41,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2013","2013",13.38,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2014","2014",13.18,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2015","2015",13.3,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2016","2016",13.41,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2017","2017",13.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","USA","United States","2018","2018",13.38,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2010","2010",4.22,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2011","2011",4.31,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2012","2012",4.58,"B","Break"
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2013","2013",4.48,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2014","2014",5.12,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2015","2015",5.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2016","2016",5.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2017","2017",5.39,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","CHL","Chile","2018","2018",5.61,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2000","2000",5.14,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2001","2001",5.23,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2002","2002",5.67,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2003","2003",6.06,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2004","2004",6.15,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2005","2005",5.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2006","2006",5.62,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2007","2007",5.31,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2008","2008",5.31,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2009","2009",5.52,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2010","2010",5.93,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2011","2011",5.93,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2012","2012",5.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2013","2013",6,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2014","2014",6.17,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2015","2015",6.25,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2016","2016",6.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2017","2017",6.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","EST","Estonia","2018","2018",6.09,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2000","2000",8.15,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2001","2001",8.65,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2002","2002",8.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2003","2003",9.39,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2004","2004",9.49,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2005","2005",9.55,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2006","2006",9.2,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2007","2007",8.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2008","2008",8.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2009","2009",9.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2010","2010",9.27,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2011","2011",9.17,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2012","2012",9.73,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2013","2013",9.85,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2014","2014",10.26,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2015","2015",10.43,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2016","2016",10.36,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2017","2017",10.38,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","ISR","Israel","2018","2018",10.56,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","RUS","Russia","2017","2017",6.19,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2000","2000",4.81,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2001","2001",4.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2002","2002",4.93,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2003","2003",5.04,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2004","2004",5.15,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2005","2005",5.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2006","2006",5.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2007","2007",5.23,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2008","2008",5.23,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2009","2009",5.45,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2010","2010",5.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2011","2011",5.9,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2012","2012",6.12,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2013","2013",6.22,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2014","2014",6.24,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2015","2015",6.29,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2016","2016",6.42,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2017","2017",6.43,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","SVN","Slovenia","2018","2018",6.42,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2000","2000",54187,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2001","2001",59579,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2002","2002",53659,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2003","2003",49149,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2004","2004",52331,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2005","2005",63689,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2006","2006",63080,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2007","2007",64556,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2008","2008",64005,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2009","2009",71805,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2010","2010",69096,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2011","2011",73762.5,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2012","2012",75097.25,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2013","2013",84057.25,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2014","2014",83152,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2015","2015",72057.25,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2016","2016",72737.75,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2017","2017",74107.5,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2018","2018",75602.25,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CRI","Costa Rica","2019","2019",92386.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2000","2000",13.99,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2001","2001",15.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2002","2002",13.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2003","2003",12.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2004","2004",12.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2005","2005",15.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2006","2006",14.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2007","2007",14.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2008","2008",14.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2009","2009",16.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2010","2010",15.24,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2011","2011",16.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2012","2012",16.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2013","2013",17.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CRI","Costa Rica","2014","2014",17.42,,
